fname,lname,year,stint,team,league,AB,H,HR,SB,BB,SO,HBP,PA
Cesar,Hernandez,2015,1,PHI,NL,405,110,1,19,40,86,2,453
Enrique,Hernandez,2015,1,LAN,NL,202,62,7,0,11,46,2,218
Elian,Herrera,2015,1,MIL,NL,256,62,7,3,18,72,0,278
Odubel,Herrera,2015,1,PHI,NL,495,147,8,16,28,129,8,537
Jason,Heyward,2015,1,SLN,NL,547,160,13,23,56,90,2,612
Aaron,Hicks,2015,1,MIN,AL,352,90,11,13,34,66,2,392
Aaron,Hill,2015,1,ARI,NL,313,72,6,7,31,54,1,353
Matt,Holliday,2015,1,SLN,NL,229,64,4,2,39,49,6,282
Brock,Holt,2015,1,BOS,AL,454,127,2,8,46,97,3,509
Eric,Hosmer,2015,1,KCA,AL,599,178,18,7,61,108,3,673
Ryan,Howard,2015,1,PHI,NL,467,107,23,0,27,138,5,504
Nick,Hundley,2015,1,COL,NL,366,110,10,5,21,76,1,389
Torii,Hunter,2015,1,MIN,AL,521,125,22,2,35,105,6,568
Chris,Iannetta,2015,1,LAA,AL,272,51,10,0,41,83,1,318
Jose,Iglesias,2015,1,DET,AL,416,125,2,11,25,44,6,456
Ender,Inciarte,2015,1,ARI,NL,524,159,6,21,26,58,4,561
Omar,Infante,2015,1,KCA,AL,440,97,2,2,9,69,0,455
Austin,Jackson,2015,1,SEA,AL,419,114,8,15,24,107,1,448
John,Jaso,2015,1,TBA,AL,185,53,5,1,28,39,1,217
Jon,Jay,2015,1,SLN,NL,210,44,1,0,19,36,11,250
Adam,Jones,2015,1,BAL,AL,546,147,27,3,24,102,8,584
Caleb,Joseph,2015,1,BAL,AL,320,75,11,0,27,72,3,356
Matthew,Joyce,2015,1,LAA,AL,247,43,5,0,30,67,4,285
Jung Ho,Kang,2015,1,PIT,NL,421,121,15,5,28,99,17,467
Matt,Kemp,2015,1,SDN,NL,596,158,23,12,39,147,5,648
Howie,Kendrick,2015,1,LAN,NL,464,137,9,6,27,82,2,496
Kevin,Kiermaier,2015,1,TBA,AL,505,133,10,18,24,95,2,535
Ian,Kinsler,2015,1,DET,AL,624,185,11,10,43,80,3,675
Jason,Kipnis,2015,1,CLE,AL,565,171,9,12,57,107,9,647
Juan,Lagares,2015,1,NYN,NL,441,114,6,7,16,87,4,467
Jake,Lamb,2015,1,ARI,NL,350,92,6,3,36,97,1,393
Adam,LaRoche,2015,1,CHA,AL,429,89,12,0,49,133,4,484
Brett,Lawrie,2015,1,OAK,AL,562,146,16,5,28,144,5,603
DJ,LeMahieu,2015,1,COL,NL,564,170,6,23,50,107,1,624
Adam,Lind,2015,1,MIL,NL,502,139,20,0,66,100,1,583
Francisco,Lindor,2015,1,CLE,AL,390,122,12,12,27,69,1,438
James,Loney,2015,1,TBA,AL,361,101,4,2,23,34,1,393
Evan,Longoria,2015,1,TBA,AL,604,163,21,3,51,132,6,678
Jed,Lowrie,2015,1,HOU,AL,230,51,9,1,28,43,3,268
Jonathan,Lucroy,2015,1,MIL,NL,371,98,7,1,36,64,1,415
Manny,Machado,2015,1,BAL,AL,633,181,35,20,70,111,4,715
Martin,Maldonado,2015,1,MIL,NL,229,48,4,0,23,65,1,259
Jake,Marisnick,2015,1,HOU,AL,339,80,9,24,18,105,5,372
Nick,Markakis,2015,1,ATL,NL,612,181,3,2,70,83,3,697
Ketel,Marte,2015,1,SEA,AL,219,62,2,8,24,43,0,247
Starling,Marte,2015,1,PIT,NL,579,166,19,30,27,123,19,636
J. D.,Martinez,2015,1,DET,AL,596,168,38,3,53,178,5,664
Leonys,Martin,2015,1,TEX,AL,288,63,5,14,16,69,2,311
Russell,Martin,2015,1,TOR,AL,441,106,23,4,53,106,8,508
Victor,Martinez,2015,1,DET,AL,440,108,11,0,31,52,7,493
Joe,Mauer,2015,1,MIN,AL,592,157,10,2,67,112,1,678
Justin,Maxwell,2015,1,SFN,NL,249,52,7,2,20,76,3,275
Cameron,Maybin,2015,1,ATL,NL,505,135,10,23,45,102,1,556
Brian,McCann,2015,1,NYA,AL,465,108,26,0,52,97,11,538
James,McCann,2015,1,DET,AL,401,106,7,0,16,90,3,425
Andrew,McCutchen,2015,1,PIT,NL,566,165,23,11,98,133,12,697
Jordy,Mercer,2015,1,PIT,NL,394,96,3,3,27,73,2,437
Will,Middlebrooks,2015,1,SDN,NL,255,54,9,2,11,60,0,270
Brad,Miller,2015,1,SEA,AL,438,113,11,13,47,101,2,497
Yadier,Molina,2015,1,SLN,NL,488,132,4,3,32,59,0,533
Miguel,Montero,2015,1,CHN,NL,347,86,15,1,49,103,4,408
Tyler,Moore,2015,1,WAS,NL,187,38,6,0,11,45,1,202
Kendrys,Morales,2015,1,KCA,AL,569,165,22,0,58,103,8,643
Mitch,Moreland,2015,1,TEX,AL,471,131,23,1,32,112,7,517
Logan,Morrison,2015,1,SEA,AL,457,103,17,8,47,81,4,516
Brandon,Moss,2015,1,CLE,AL,337,73,15,0,32,106,3,377
Mike,Moustakas,2015,1,KCA,AL,549,156,22,1,43,76,13,615
David,Murphy,2015,1,CLE,AL,206,61,5,0,16,29,1,229
Daniel,Murphy,2015,1,NYN,NL,499,140,14,2,31,38,2,548
Wil,Myers,2015,1,SDN,NL,225,57,8,5,27,55,1,253
Mike,Napoli,2015,1,BOS,AL,329,68,13,3,45,99,3,380
Derek,Norris,2015,1,SDN,NL,515,129,14,4,35,131,6,558
Eduardo,Nunez,2015,1,MIN,AL,188,53,4,8,12,29,1,204
Rougned,Odor,2015,1,TEX,AL,426,111,16,6,23,79,14,472
Paulo,Orlando,2015,1,KCA,AL,241,60,7,3,5,53,2,251
David,Ortiz,2015,1,BOS,AL,528,144,37,0,77,95,0,630
Chris,Owings,2015,1,ARI,NL,515,117,4,16,26,144,1,555
Marcell,Ozuna,2015,1,MIA,NL,459,119,10,2,30,110,3,495
Angel,Pagan,2015,1,SFN,NL,512,134,3,12,32,93,1,551
Joe,Panik,2015,1,SFN,NL,382,119,8,3,38,42,5,432
Jimmy,Paredes,2015,1,BAL,AL,363,100,10,4,19,111,0,384
Gerardo,Parra,2015,1,MIL,NL,323,106,9,9,20,57,3,353
Gerardo,Parra,2015,2,BAL,AL,224,53,5,5,8,35,2,239
Ben,Paulsen,2015,1,COL,NL,325,90,11,1,23,92,2,354
Steve,Pearce,2015,1,BAL,AL,294,64,15,1,23,69,7,326
Joc,Pederson,2015,1,LAN,NL,480,101,26,4,92,170,9,591
Dustin,Pedroia,2015,1,BOS,AL,381,111,12,2,38,51,2,426
Brayan,Pena,2015,1,CIN,NL,333,91,0,2,29,34,2,368
Hunter,Pence,2015,1,SFN,NL,207,57,9,4,16,48,0,223
David,Peralta,2015,1,ARI,NL,462,144,17,9,44,107,4,519
Jhonny,Peralta,2015,1,SLN,NL,579,159,17,1,50,111,5,646
Carlos,Perez,2015,1,LAA,AL,260,65,4,2,19,49,0,283
Hernan,Perez,2015,2,MIL,NL,230,62,1,4,4,48,0,239
Roberto,Perez,2015,1,CLE,AL,184,42,7,0,33,64,2,227
Salvador,Perez,2015,1,KCA,AL,531,138,21,1,13,82,4,557
Jace,Peterson,2015,1,ATL,NL,528,126,6,12,56,120,3,601
Shane,Peterson,2015,1,MIL,NL,201,52,2,0,20,55,0,226
Josh,Phegley,2015,1,OAK,AL,225,56,9,0,14,51,3,243
Brandon,Phillips,2015,1,CIN,NL,588,173,12,23,27,68,4,624
A. J.,Pierzynski,2015,1,ATL,NL,407,122,9,0,19,37,7,438
Kevin,Pillar,2015,1,TOR,AL,586,163,12,25,28,85,5,629
Stephen,Piscotty,2015,1,SLN,NL,233,71,7,2,20,56,1,258
Kevin,Plawecki,2015,1,NYN,NL,233,51,3,0,17,60,4,262
Trevor,Plouffe,2015,1,MIN,AL,573,140,22,2,50,124,4,632
Gregory,Polanco,2015,1,PIT,NL,593,152,9,27,55,121,1,658
A. J.,Pollock,2015,1,ARI,NL,609,192,20,39,53,89,2,673
Buster,Posey,2015,1,SFN,NL,557,177,19,2,56,52,3,633
Martin,Prado,2015,1,MIA,NL,500,144,9,1,37,68,5,555
Yasiel,Puig,2015,1,LAN,NL,282,72,11,3,26,66,2,312
Albert,Pujols,2015,1,LAA,AL,602,147,40,5,50,72,6,671
Ryan,Raburn,2015,1,CLE,AL,173,52,8,0,23,44,4,204
Alexei,Ramirez,2015,1,CHA,AL,583,145,10,17,31,68,1,624
Aramis,Ramirez,2015,1,MIL,NL,279,69,11,1,16,42,4,305
Aramis,Ramirez,2015,2,PIT,NL,196,48,6,0,15,26,1,214
Hanley,Ramirez,2015,1,BOS,AL,401,100,19,6,21,71,4,432
Jose,Ramirez,2015,1,CLE,AL,315,69,6,10,32,39,1,355
Wilson,Ramos,2015,1,WAS,NL,475,109,15,0,21,101,0,506
Colby,Rasmus,2015,1,HOU,AL,432,103,25,2,47,154,2,485
J. T.,Realmuto,2015,1,MIA,NL,441,114,10,8,19,70,2,469
Josh,Reddick,2015,1,OAK,AL,526,143,20,10,49,65,0,579
Anthony,Rendon,2015,1,WAS,NL,311,82,5,1,36,70,4,355
Ben,Revere,2015,1,PHI,NL,366,109,1,24,19,36,1,388
Ben,Revere,2015,2,TOR,AL,226,72,1,7,13,28,1,246
Jose,Reyes,2015,1,TOR,AL,288,82,4,16,17,38,0,311
Jose,Reyes,2015,2,COL,NL,193,50,3,8,9,24,0,208
Mark,Reynolds,2015,1,SLN,NL,382,88,13,2,44,121,4,434
Alex,Rios,2015,1,KCA,AL,385,98,4,9,15,67,5,411
Rene,Rivera,2015,1,TBA,AL,298,53,5,0,11,86,3,319
Anthony,Rizzo,2015,1,CHN,NL,586,163,31,17,78,105,30,710
Clint,Robinson,2015,1,WAS,NL,309,84,10,0,37,52,5,356
Alex,Rodriguez,2015,1,NYA,AL,523,131,33,4,84,145,6,625
Sean,Rodriguez,2015,1,PIT,NL,224,55,4,2,5,63,6,240
Jimmy,Rollins,2015,1,LAN,NL,517,116,13,12,44,86,0,563
Andrew,Romine,2015,1,DET,AL,184,47,2,10,11,46,3,204
Eddie,Rosario,2015,1,MIN,AL,453,121,13,11,15,118,0,477
Wilin,Rosario,2015,1,COL,NL,231,62,6,2,8,56,1,244
Darin,Ruf,2015,1,PHI,NL,268,63,12,1,21,69,5,297
Carlos,Ruiz,2015,1,PHI,NL,284,60,2,1,28,43,4,322
Cameron,Rupp,2015,1,PHI,NL,270,63,9,0,24,71,3,304
Addison,Russell,2015,1,CHN,NL,475,115,13,4,42,149,3,525
Tyler,Saladino,2015,1,CHA,AL,236,53,4,8,12,51,2,254
Carlos,Sanchez,2015,1,CHA,AL,389,87,5,2,19,81,5,420
Pablo,Sandoval,2015,1,BOS,AL,470,115,10,0,25,73,7,506
Miguel,Sano,2015,1,MIN,AL,279,75,18,1,53,119,1,336
Carlos,Santana,2015,1,CLE,AL,550,127,19,11,108,122,3,674
Danny,Santana,2015,1,MIN,AL,261,56,0,8,6,68,3,278
Jonathan,Schoop,2015,1,BAL,AL,305,85,15,2,9,79,4,321
Skip,Schumaker,2015,1,CIN,NL,244,59,1,2,23,51,0,270
Kyle,Schwarber,2015,1,CHN,NL,232,57,16,3,36,77,4,274
Kyle,Seager,2015,1,SEA,AL,623,166,26,6,54,98,5,692
Jean,Segura,2015,1,MIL,NL,560,144,6,25,13,93,6,586
Marcus,Semien,2015,1,OAK,AL,556,143,15,11,42,132,1,602
Travis,Shaw,2015,1,BOS,AL,226,61,13,0,18,57,2,249
Andrelton,Simmons,2015,1,ATL,NL,535,142,4,5,39,48,6,589
Seth,Smith,2015,1,SEA,AL,395,98,12,0,47,99,4,456
Justin,Smoak,2015,1,TOR,AL,296,67,18,0,29,86,2,328
Travis,Snider,2015,1,BAL,AL,211,50,3,1,23,56,2,237
Eric,Sogard,2015,1,OAK,AL,372,92,1,6,23,50,2,402
Yangervis,Solarte,2015,1,SDN,NL,526,142,14,1,34,56,6,571
Jorge,Soler,2015,1,CHN,NL,366,96,10,3,32,121,3,409
Geovany,Soto,2015,1,CHA,AL,187,41,9,0,21,63,1,210
Steven,Souza,2015,1,TBA,AL,373,84,16,12,46,144,5,426
Denard,Span,2015,1,WAS,NL,246,74,5,11,25,26,1,275
Cory,Spangenberg,2015,1,SDN,NL,303,82,4,9,28,75,2,345
George,Springer,2015,1,HOU,AL,388,107,16,16,50,109,8,451
Giancarlo,Stanton,2015,1,MIA,NL,279,74,27,4,34,95,2,324
Eugenio,Suarez,2015,1,CIN,NL,372,104,13,4,17,94,3,398
Ichiro,Suzuki,2015,1,MIA,NL,398,91,1,11,31,51,0,439
Kurt,Suzuki,2015,1,MIN,AL,433,104,5,0,29,59,7,483
Blake,Swihart,2015,1,BOS,AL,288,79,5,4,18,77,1,309
Michael,Taylor,2015,1,WAS,NL,472,108,14,16,35,158,1,520
Mark,Teixeira,2015,1,NYA,AL,392,100,31,2,59,85,6,468
Ruben,Tejada,2015,1,NYN,NL,360,94,3,2,38,70,5,412
Yasmany,Tomas,2015,1,ARI,NL,406,111,9,5,17,110,2,426
Devon,Travis,2015,1,TOR,AL,217,66,8,3,18,43,2,238
Mike,Trout,2015,1,LAA,AL,575,172,41,11,92,158,10,696
Mark,Trumbo,2015,2,SEA,AL,334,88,13,0,26,93,0,362
Preston,Tucker,2015,1,HOU,AL,300,73,13,0,20,68,3,323
Troy,Tulowitzki,2015,1,COL,NL,323,97,12,0,24,72,1,355
Justin,Turner,2015,1,LAN,NL,385,113,16,5,36,71,13,440
Melvin,Upton,2015,1,SDN,NL,205,53,5,9,21,62,0,230
Justin,Upton,2015,1,SDN,NL,542,136,26,19,68,159,4,624
Gio,Urshela,2015,1,CLE,AL,267,60,6,0,18,58,2,288
Chase,Utley,2015,1,PHI,NL,249,54,5,3,22,35,4,286
Luis,Valbuena,2015,1,HOU,AL,434,97,25,1,50,106,6,494
Danny,Valencia,2015,2,OAK,AL,183,52,11,0,20,40,1,208
Scott,Van Slyke,2015,1,LAN,NL,222,53,6,3,23,62,4,255
Will,Venable,2015,1,SDN,NL,283,73,6,11,25,73,0,309
Stephen,Vogt,2015,1,OAK,AL,445,116,18,0,56,97,2,517
Joey,Votto,2015,1,CIN,NL,545,171,29,11,143,135,5,710
Neil,Walker,2015,1,PIT,NL,543,146,16,4,44,110,8,608
Jayson,Werth,2015,1,WAS,NL,331,73,12,0,38,84,3,378
Matt,Wieters,2015,1,BAL,AL,258,69,8,0,21,67,0,282
Kolten,Wong,2015,1,SLN,NL,557,146,11,15,36,95,15,615
Christian,Yelich,2015,1,MIA,NL,476,143,7,16,47,101,2,527
Chris,Young,2015,1,NYA,AL,318,80,14,3,30,73,3,358
Ryan,Zimmerman,2015,1,WAS,NL,346,86,16,1,33,79,1,390
Ben,Zobrist,2015,1,OAK,AL,235,63,6,1,33,26,0,273
Ben,Zobrist,2015,2,KCA,AL,232,66,7,2,29,30,1,265
Mike,Zunino,2015,1,SEA,AL,350,61,11,0,21,132,5,386
Jose,Abreu,2016,1,CHA,AL,624,183,25,0,47,125,15,702
Cristhian,Adames,2016,1,COL,NL,225,49,2,2,24,47,4,256
Matt,Adams,2016,1,SLN,NL,297,74,16,0,25,81,2,328
Nick,Ahmed,2016,1,ARI,NL,284,62,4,5,15,58,4,311
Yonder,Alonso,2016,1,OAK,AL,482,122,7,3,45,74,1,533
Aaron,Altherr,2016,1,PHI,NL,198,39,4,7,23,69,6,229
Jose,Altuve,2016,1,HOU,AL,640,216,24,30,60,70,7,728
Pedro,Alvarez,2016,1,BAL,AL,337,84,22,1,37,97,0,377
Tim,Anderson,2016,1,CHA,AL,410,116,9,10,13,117,1,431
Elvis,Andrus,2016,1,TEX,AL,506,153,8,24,47,70,4,570
Nori,Aoki,2016,1,SEA,AL,417,118,4,7,34,45,9,466
Orlando,Arcia,2016,1,MIL,NL,201,44,4,8,15,47,0,216
Nolan,Arenado,2016,1,COL,NL,618,182,41,2,68,103,2,706
Cody,Asche,2016,1,PHI,NL,197,42,4,3,18,54,2,218
Alex,Avila,2016,1,CHA,AL,169,36,7,0,38,78,1,209
Erick,Aybar,2016,1,ATL,NL,335,81,2,3,20,59,6,373
Javier,Baez,2016,1,CHN,NL,421,115,14,12,15,108,11,453
Jett,Bandy,2016,1,LAA,AL,209,49,8,1,11,38,4,231
Darwin,Barney,2016,1,TOR,AL,279,75,4,2,22,48,1,307
Tucker,Barnhart,2016,1,CIN,NL,377,97,7,1,36,72,2,428
Jose,Bautista,2016,1,TOR,AL,423,99,22,2,87,103,3,518
Gordon,Beckham,2016,1,ATL,NL,240,52,5,1,26,50,4,274
Tim,Beckham,2016,1,TBA,AL,198,49,5,2,14,67,1,215
Brandon,Belt,2016,1,SFN,NL,542,149,17,0,104,148,5,659
Adrian,Beltre,2016,1,TEX,AL,583,175,32,1,48,66,6,646
Carlos,Beltran,2016,1,NYA,AL,359,109,22,0,22,70,2,390
Carlos,Beltran,2016,2,TEX,AL,193,54,7,1,13,31,0,207
Christian,Bethancourt,2016,1,SDN,NL,193,44,6,1,10,56,0,204
Mookie,Betts,2016,1,BOS,AL,672,214,31,26,49,80,2,731
Charlie,Blackmon,2016,1,COL,NL,578,187,29,17,43,102,13,645
Andres,Blanco,2016,1,PHI,NL,190,48,4,2,11,41,7,209
Gregor,Blanco,2016,1,SFN,NL,241,54,1,6,29,51,1,277
Xander,Bogaerts,2016,1,BOS,AL,652,192,21,13,58,123,6,719
Peter,Bourjos,2016,1,PHI,NL,355,89,5,6,17,91,4,385
Justin,Bour,2016,1,MIA,NL,280,74,15,0,38,56,0,330
Michael,Bourn,2016,1,ARI,NL,329,86,3,13,22,83,0,358
Jackie,Bradley,2016,1,BOS,AL,558,149,26,9,63,143,10,641
Ryan,Braun,2016,1,MIL,NL,511,156,30,16,46,98,4,574
Alex,Bregman,2016,1,HOU,AL,201,53,8,2,15,52,0,217
Keon,Broxton,2016,1,MIL,NL,207,50,9,23,36,88,0,244
Jay,Bruce,2016,1,CIN,NL,370,98,25,4,27,83,2,405
Kris,Bryant,2016,1,CHN,NL,603,176,39,8,75,154,18,704
Billy,Burns,2016,1,OAK,AL,274,64,0,14,10,30,4,294
Billy,Butler,2016,1,OAK,AL,221,61,4,0,19,34,0,243
Byron,Buxton,2016,1,MIN,AL,298,67,10,10,23,118,3,331
Asdrubal,Cabrera,2016,1,NYN,NL,521,146,23,5,38,103,7,571
Melky,Cabrera,2016,1,CHA,AL,591,175,14,2,47,69,0,648
Miguel,Cabrera,2016,1,DET,AL,595,188,38,0,75,116,4,694
Lorenzo,Cain,2016,1,KCA,AL,397,114,9,14,31,84,2,437
Kole,Calhoun,2016,1,LAA,AL,594,161,18,2,67,118,6,672
Robinson,Cano,2016,1,SEA,AL,655,195,39,0,47,100,8,723
Matt,Carpenter,2016,1,SLN,NL,473,128,21,0,81,108,5,572
Ezequiel,Carrera,2016,1,TOR,AL,270,67,6,7,27,70,4,310
Chris,Carter,2016,1,MIL,NL,549,122,41,3,76,206,9,645
Curt,Casali,2016,1,TBA,AL,226,42,8,0,25,82,2,257
Nick,Castellanos,2016,1,DET,AL,411,117,18,1,28,111,3,448
Welington,Castillo,2016,1,ARI,NL,416,110,14,2,33,121,4,460
Jason,Castro,2016,1,HOU,AL,329,69,11,2,45,123,1,376
Starlin,Castro,2016,1,NYA,AL,577,156,21,4,24,118,3,611
Francisco,Cervelli,2016,1,PIT,NL,326,86,1,6,56,72,6,394
Yoenis,Cespedes,2016,1,NYN,NL,479,134,31,3,51,108,7,551
Lonnie,Chisenhall,2016,1,CLE,AL,385,110,8,6,23,70,3,420
Shin-Soo,Choo,2016,1,TEX,AL,178,43,7,6,25,46,7,211
Michael,Conforto,2016,1,NYN,NL,304,67,12,2,36,89,5,350
Willson,Contreras,2016,1,CHN,NL,252,71,12,2,26,67,4,283
Carlos,Correa,2016,1,HOU,AL,577,158,20,13,75,139,5,665
Zack,Cozart,2016,1,CIN,NL,464,117,16,4,37,84,2,511
Brandon,Crawford,2016,1,SFN,NL,553,152,12,7,57,115,4,633
Coco,Crisp,2016,1,OAK,AL,393,92,11,7,37,65,0,436
C. J.,Cron,2016,1,LAA,AL,407,113,16,2,24,75,7,444
Nelson,Cruz,2016,1,SEA,AL,589,169,43,2,62,159,9,672
Cheslor,Cuthbert,2016,1,KCA,AL,475,130,12,2,32,96,0,510
David,Dahl,2016,1,COL,NL,222,70,7,5,15,59,0,237
Chase,d'Arnaud,2016,1,ATL,NL,233,57,1,9,23,50,3,263
Travis,d'Arnaud,2016,1,NYN,NL,251,62,4,0,19,50,3,277
Chris,Davis,2016,1,BAL,AL,566,125,38,1,88,219,8,668
Khris,Davis,2016,1,OAK,AL,555,137,42,1,42,166,8,610
Rajai,Davis,2016,1,CLE,AL,454,113,12,43,33,106,5,495
Alejandro,De Aza,2016,1,NYN,NL,234,48,6,4,26,67,5,268
Ivan,De Jesus,2016,1,CIN,NL,221,56,1,3,17,51,2,244
Daniel,Descalso,2016,1,COL,NL,250,66,8,3,34,56,1,292
Delino,DeShields,2016,1,TEX,AL,182,38,4,8,15,54,2,203
Ian,Desmond,2016,1,TEX,AL,625,178,22,21,44,160,5,679
Aledmys,Diaz,2016,1,SLN,NL,404,121,17,4,41,60,7,466
Alex,Dickerson,2016,1,SDN,NL,253,65,10,5,26,44,4,287
Corey,Dickerson,2016,1,TBA,AL,510,125,24,0,33,134,2,553
Derek,Dietrich,2016,1,MIA,NL,351,98,7,1,32,84,24,414
Josh,Donaldson,2016,1,TOR,AL,577,164,37,7,109,119,9,706
Brian,Dozier,2016,1,MIN,AL,615,165,42,18,61,138,8,697
Brandon,Drury,2016,1,ARI,NL,461,130,16,1,31,100,3,501
Matt,Duffy,2016,1,SFN,NL,257,65,4,8,20,40,4,286
Adam,Duvall,2016,1,CIN,NL,552,133,33,6,41,164,6,608
Jarrod,Dyson,2016,1,KCA,AL,299,83,1,30,26,39,3,339
Adam,Eaton,2016,1,CHA,AL,619,176,14,14,63,115,14,708
Jacoby,Ellsbury,2016,1,NYA,AL,551,145,9,20,54,84,2,615
Edwin,Encarnacion,2016,1,TOR,AL,601,158,42,2,87,138,5,704
Alcides,Escobar,2016,1,KCA,AL,637,166,7,17,27,96,3,684
Eduardo,Escobar,2016,1,MIN,AL,352,83,6,1,21,72,1,378
Yunel,Escobar,2016,1,LAA,AL,517,157,5,0,40,67,3,567
Danny,Espinosa,2016,1,WAS,NL,516,108,24,9,54,174,20,613
Prince,Fielder,2016,1,TEX,AL,326,69,8,0,32,63,7,371
Ramon,Flores,2016,1,MIL,NL,249,51,2,3,31,58,2,292
Wilmer,Flores,2016,1,NYN,NL,307,82,16,1,23,48,2,335
Tyler,Flowers,2016,1,ATL,NL,281,76,8,0,29,91,11,326
Logan,Forsythe,2016,1,TBA,AL,511,135,20,6,46,127,8,567
Dexter,Fowler,2016,1,CHN,NL,456,126,13,13,79,124,11,551
Jeff,Francoeur,2016,1,ATL,NL,257,64,7,2,16,75,0,278
Maikel,Franco,2016,1,PHI,NL,581,148,25,1,40,106,5,637
Todd,Frazier,2016,1,CHA,AL,590,133,40,15,64,163,4,667
Freddie,Freeman,2016,1,ATL,NL,589,178,34,6,89,171,10,711
David,Freese,2016,1,PIT,NL,437,118,13,0,45,142,10,494
Freddy,Galvis,2016,1,PHI,NL,584,141,20,17,25,136,3,630
Adonis,Garcia,2016,1,ATL,NL,532,145,14,3,24,93,6,566
Avisail,Garcia,2016,1,CHA,AL,413,101,12,4,34,115,4,453
Greg,Garcia,2016,1,SLN,NL,214,59,3,1,38,50,4,261
Brett,Gardner,2016,1,NYA,AL,547,143,7,16,70,106,8,634
Evan,Gattis,2016,1,HOU,AL,447,112,32,2,43,127,4,505
Scooter,Gennett,2016,1,MIL,NL,498,131,14,8,38,114,2,542
Johnny,Giavotella,2016,1,LAA,AL,346,90,6,4,13,39,1,367
Conor,Gillaspie,2016,1,SFN,NL,191,50,6,1,12,28,1,208
Tyler,Goeddel,2016,1,PHI,NL,213,41,4,3,17,52,2,234
Paul,Goldschmidt,2016,1,ARI,NL,579,172,24,32,110,150,7,719
Yan,Gomes,2016,1,CLE,AL,251,42,9,0,9,69,2,264
Carlos,Gomez,2016,1,HOU,AL,295,62,5,13,21,100,4,325
Adrian,Gonzalez,2016,1,LAN,NL,568,162,18,0,55,117,4,642
Carlos,Gonzalez,2016,1,COL,NL,584,174,25,2,46,129,1,638
Marwin,Gonzalez,2016,1,HOU,AL,484,123,13,12,22,118,5,519
Alex,Gordon,2016,1,KCA,AL,445,98,17,8,52,148,8,509
Dee,Gordon,2016,1,MIA,NL,325,87,1,30,18,55,0,346
Philip,Gosselin,2016,1,ARI,NL,220,61,2,3,15,46,1,240
Curtis,Granderson,2016,1,NYN,NL,545,129,30,4,74,130,9,640
Yasmani,Grandal,2016,1,LAN,NL,390,89,27,1,64,116,2,458
Didi,Gregorius,2016,1,NYA,AL,562,155,20,7,19,82,6,599
Randal,Grichuk,2016,1,SLN,NL,446,107,24,5,28,141,3,478
Robbie,Grossman,2016,1,MIN,AL,332,93,11,2,55,96,2,389
Franklin,Gutierrez,2016,1,SEA,AL,248,61,14,1,29,85,3,283
Brandon,Guyer,2016,1,TBA,AL,212,51,7,2,12,42,23,250
Jedd,Gyorko,2016,1,SLN,NL,400,97,30,0,37,96,0,439
Billy,Hamilton,2016,1,CIN,NL,411,107,3,58,36,93,1,460
J. J.,Hardy,2016,1,BAL,AL,405,109,9,0,26,68,0,439
Bryce,Harper,2016,1,WAS,NL,506,123,24,21,108,117,3,647
Josh,Harrison,2016,1,PIT,NL,487,138,4,19,18,76,5,522
Jeremy,Hazelbaker,2016,1,SLN,NL,200,47,12,5,18,64,0,226
Chase,Headley,2016,1,NYA,AL,467,118,14,8,51,118,6,532
Ryon,Healy,2016,1,OAK,AL,269,82,13,0,12,60,1,284
Adeiny,Hechavarria,2016,1,MIA,NL,508,120,3,1,33,73,1,554
Cesar,Hernandez,2016,1,PHI,NL,547,161,6,17,66,116,2,626
Enrique,Hernandez,2016,1,LAN,NL,216,41,7,2,28,64,0,245
Odubel,Herrera,2016,1,PHI,NL,583,167,15,25,63,134,6,663
Jason,Heyward,2016,1,CHN,NL,530,122,7,11,54,93,5,592
Aaron,Hicks,2016,1,NYA,AL,327,71,8,3,30,68,0,362
Aaron,Hill,2016,1,MIL,NL,254,72,8,4,30,43,2,290
Matt,Holliday,2016,1,SLN,NL,382,94,20,0,35,71,8,427
Brock,Holt,2016,1,BOS,AL,290,74,7,4,27,58,3,324
Tyler,Holt,2016,1,CIN,NL,179,42,0,4,23,48,2,208
Eric,Hosmer,2016,1,KCA,AL,605,161,25,5,57,132,1,672
Ryan,Howard,2016,1,PHI,NL,331,65,25,0,27,114,1,364
Nick,Hundley,2016,1,COL,NL,289,75,10,0,25,65,1,320
Chris,Iannetta,2016,1,SEA,AL,295,62,7,0,38,83,2,338
Jose,Iglesias,2016,1,DET,AL,467,119,4,7,28,50,8,514
Ender,Inciarte,2016,1,ATL,NL,522,152,3,16,45,68,4,583
Austin,Jackson,2016,1,CHA,AL,181,46,0,2,17,39,1,203
Travis,Jankowski,2016,1,SDN,NL,335,82,2,30,42,100,2,382
John,Jaso,2016,1,PIT,NL,380,102,8,0,45,74,5,432
Jon,Jay,2016,1,SDN,NL,347,101,2,2,19,78,6,373
Desmond,Jennings,2016,1,TBA,AL,200,40,7,2,21,58,2,225
Chris,Johnson,2016,1,MIA,NL,243,54,5,0,19,78,1,266
Kelly,Johnson,2016,2,NYN,NL,183,49,9,3,15,40,2,202
Adam,Jones,2016,1,BAL,AL,619,164,29,2,39,115,5,674
Tommy,Joseph,2016,1,PHI,NL,315,81,21,1,22,75,4,347
Matthew,Joyce,2016,1,PIT,NL,231,56,13,1,59,67,3,297
