fname,lname,year,stint,team,league,AB,H,HR,SB,BB,SO,HBP,PA
Mike,Hegan,1970,1,ML4,AL,476,116,11,9,67,116,1,559
Jack,Heidemann,1970,1,CLE,AL,445,94,6,2,34,88,2,503
Tommy,Helms,1970,1,CIN,NL,575,136,1,2,21,33,0,609
Ken,Henderson,1970,1,SFN,NL,554,163,17,20,87,78,5,658
Elrod,Hendricks,1970,1,BAL,AL,322,78,12,1,33,44,4,369
Jackie,Hernandez,1970,1,KCA,AL,238,55,2,1,15,50,2,262
Ed,Herrmann,1970,1,CHA,AL,297,84,19,0,31,41,3,336
Jack,Hiatt,1970,2,CHN,NL,178,43,2,0,31,48,0,217
Jim,Hickman,1970,1,CHN,NL,514,162,32,0,93,99,1,621
Chuck,Hinton,1970,1,CLE,AL,195,62,9,0,25,34,0,225
Larry,Hisle,1970,1,PHI,NL,405,83,10,5,53,139,3,470
Jim,Holt,1970,1,MIN,AL,319,85,3,3,17,32,0,344
Gail,Hopkins,1970,1,CHA,AL,287,82,6,0,28,19,1,326
Tony,Horton,1970,1,CLE,AL,413,111,17,3,30,54,4,457
Willie,Horton,1970,1,DET,AL,371,113,17,0,28,43,2,410
Frank,Howard,1970,1,WS2,AL,566,160,44,1,132,125,2,735
Randy,Hundley,1970,1,CHN,NL,250,61,7,0,16,52,0,271
Ron,Hunt,1970,1,SFN,NL,367,103,6,1,44,29,26,443
Steve,Huntz,1970,1,SDN,NL,352,77,11,0,66,69,1,428
Reggie,Jackson,1970,1,OAK,AL,426,101,23,26,75,135,8,525
Sonny,Jackson,1970,1,ATL,NL,328,85,0,11,45,27,1,381
Cleo,James,1970,1,CHN,NL,176,37,3,5,17,24,5,205
Julian,Javier,1970,1,SLN,NL,513,129,2,6,24,70,1,557
Alex,Johnson,1970,1,CAL,AL,614,202,14,17,35,68,7,668
Davey,Johnson,1970,1,BAL,AL,530,149,10,2,66,68,0,608
Deron,Johnson,1970,1,PHI,NL,574,147,27,0,72,132,0,657
Jay,Johnstone,1970,1,CAL,AL,320,76,11,1,24,53,1,357
Cleon,Jones,1970,1,NYN,NL,506,140,10,12,57,87,5,576
Dalton,Jones,1970,1,DET,AL,191,42,6,1,33,33,1,233
Mack,Jones,1970,1,MON,NL,271,65,14,5,59,74,13,345
Duane,Josephson,1970,1,CHA,AL,285,90,4,0,24,28,3,319
Al,Kaline,1970,1,DET,AL,467,130,16,2,77,49,1,560
Pat,Kelly,1970,1,KCA,AL,452,106,6,34,76,105,2,534
Jerry,Kenney,1970,1,NYA,AL,404,78,4,20,52,44,0,463
Joe,Keough,1970,1,KCA,AL,183,59,4,1,23,18,0,213
Don,Kessinger,1970,1,CHN,NL,631,168,1,12,66,59,2,717
Harmon,Killebrew,1970,1,MIN,AL,527,143,41,0,128,84,2,688
Hal,King,1970,1,ATL,NL,204,53,11,1,32,41,2,245
Ed,Kirkpatrick,1970,1,KCA,AL,424,97,18,4,55,65,1,489
Bobby,Knoop,1970,1,CHA,AL,402,92,5,0,34,79,2,447
Andy,Kosco,1970,1,LAN,NL,224,51,8,1,1,40,0,228
Ted,Kubiak,1970,1,ML4,AL,540,136,4,4,72,51,0,641
Coco,Laboy,1970,1,MON,NL,432,86,5,0,31,81,2,481
Hal,Lanier,1970,1,SFN,NL,438,101,2,1,21,41,0,467
Leron,Lee,1970,1,SLN,NL,264,60,6,5,24,66,1,298
Jim,Lefebvre,1970,1,LAN,NL,314,79,4,1,29,42,1,353
Eddie,Leon,1970,1,CLE,AL,549,136,10,1,47,89,2,626
Mike,Lum,1970,1,ATL,NL,291,74,7,3,17,43,5,316
Elliott,Maddox,1970,1,DET,AL,258,64,3,2,30,42,3,294
Dave,Marshall,1970,1,NYN,NL,189,46,6,4,17,43,0,207
Dal,Maxvill,1970,1,SLN,NL,399,80,0,0,51,56,0,469
Carlos,May,1970,1,CHA,AL,555,158,12,12,79,96,3,652
Dave,May,1970,2,ML4,AL,342,82,7,8,44,56,2,399
Lee,Maye,1970,1,WS2,AL,255,67,7,4,21,32,1,278
Lee,May,1970,1,CIN,NL,605,153,34,1,38,125,2,654
Willie,Mays,1970,1,SFN,NL,478,139,28,5,79,90,3,569
Bill,Mazeroski,1970,1,PIT,NL,367,84,7,2,27,40,2,413
Dick,McAuliffe,1970,1,DET,AL,530,124,12,5,101,62,3,646
Willie,McCovey,1970,1,SFN,NL,495,143,39,0,137,75,3,678
Tommy,McCraw,1970,1,CHA,AL,332,73,6,12,21,50,4,364
Ken,McMullen,1970,2,CAL,AL,422,98,14,1,59,81,3,498
Jerry,McNertney,1970,1,ML4,AL,296,72,6,1,22,33,4,333
Bill,Melton,1970,1,CHA,AL,514,135,33,2,56,107,9,591
Denis,Menke,1970,1,HOU,NL,562,171,13,6,82,80,5,675
Gene,Michael,1970,1,NYA,AL,435,93,2,3,50,93,0,498
Felix,Millan,1970,1,ATL,NL,590,183,2,16,35,23,5,644
Norm,Miller,1970,1,HOU,NL,226,54,4,3,41,33,1,276
Don,Mincher,1970,1,OAK,AL,463,114,27,5,56,71,3,544
George,Mitterwald,1970,1,MIN,AL,369,82,15,3,34,84,2,415
Rick,Monday,1970,1,OAK,AL,376,109,10,17,58,99,2,442
Don,Money,1970,1,PHI,NL,447,132,14,4,43,68,7,513
Joe,Morgan,1970,1,HOU,NL,548,147,8,42,102,55,1,661
Jerry,Moses,1970,1,BOS,AL,315,83,6,1,21,45,2,349
Manny,Mota,1970,1,LAN,NL,417,127,3,11,47,37,3,485
Thurman,Munson,1970,1,NYA,AL,453,137,6,5,57,56,7,532
Bobby,Murcer,1970,1,NYA,AL,581,146,23,15,87,100,2,685
Ivan,Murrell,1970,1,SDN,NL,347,85,12,9,17,93,4,375
Graig,Nettles,1970,1,CLE,AL,549,129,26,3,81,77,3,636
Jim,Northrup,1970,1,DET,AL,504,132,24,3,58,68,7,582
Syd,O'Brien,1970,1,CHA,AL,441,109,8,3,22,62,2,468
Tony,Oliva,1970,1,MIN,AL,628,204,23,5,38,67,3,686
Al,Oliver,1970,1,PIT,NL,551,149,12,1,35,35,14,617
Bob,Oliver,1970,1,KCA,AL,612,159,27,3,42,126,3,666
Amos,Otis,1970,1,KCA,AL,620,176,11,33,68,67,1,703
Jose,Pagan,1970,1,PIT,NL,230,61,7,1,20,24,0,253
Wes,Parker,1970,1,LAN,NL,614,196,10,8,79,70,0,723
Freddie,Patek,1970,1,PIT,NL,237,58,1,8,29,46,0,277
Roberto,Pena,1970,2,ML4,AL,416,99,3,3,25,45,2,457
Joe,Pepitone,1970,1,HOU,NL,279,70,14,5,18,28,1,308
Joe,Pepitone,1970,2,CHN,NL,213,57,12,0,15,15,0,236
Tony,Perez,1970,1,CIN,NL,587,186,40,8,83,134,4,694
Rico,Petrocelli,1970,1,BOS,AL,583,152,29,1,67,82,2,670
Adolfo,Phillips,1970,1,MON,NL,214,51,6,7,36,51,2,255
Lou,Piniella,1970,1,KCA,AL,542,163,11,3,35,42,2,592
Vada,Pinson,1970,1,CLE,AL,574,164,24,7,28,69,3,618
Paul,Popovich,1970,1,CHN,NL,186,47,4,0,18,18,2,213
Boog,Powell,1970,1,BAL,AL,526,156,35,1,104,80,5,661
Doug,Rader,1970,1,HOU,NL,576,145,25,3,57,102,4,651
Rich,Reese,1970,1,MIN,AL,501,131,10,5,48,70,7,569
Rick,Reichardt,1970,2,WS2,AL,277,70,15,2,23,69,9,313
Rick,Renick,1970,1,MIN,AL,179,41,7,0,22,29,1,204
Roger,Repoz,1970,1,CAL,AL,407,97,18,4,45,90,3,469
Merv,Rettenmund,1970,1,BAL,AL,338,109,18,13,38,59,3,386
Bob,Robertson,1970,1,PIT,NL,390,112,27,4,51,98,2,453
Brooks,Robinson,1970,1,BAL,AL,608,168,18,1,53,53,4,678
Frank,Robinson,1970,1,BAL,AL,471,144,25,2,69,70,7,562
Aurelio,Rodriguez,1970,2,WS2,AL,547,135,19,15,37,81,7,601
Ellie,Rodriguez,1970,1,KCA,AL,231,52,1,2,27,35,4,269
Cookie,Rojas,1970,2,KCA,AL,384,100,2,3,20,29,0,409
Phil,Roof,1970,1,ML4,AL,321,73,13,3,32,72,5,363
Pete,Rose,1970,1,CIN,NL,649,205,15,12,73,64,2,738
Joe,Rudi,1970,1,OAK,AL,350,108,11,3,16,61,2,376
Bill,Russell,1970,1,LAN,NL,278,72,0,9,16,28,3,305
Manny,Sanguillen,1970,1,PIT,NL,486,158,7,2,17,45,0,519
Ron,Santo,1970,1,CHN,NL,555,148,26,2,92,108,1,661
Ted,Savage,1970,1,ML4,AL,276,77,12,10,57,44,2,344
Paul,Schaal,1970,1,KCA,AL,380,102,5,7,43,39,1,428
George,Scott,1970,1,BOS,AL,480,142,16,4,44,95,2,535
Rich,Severson,1970,1,KCA,AL,240,60,1,0,16,33,1,262
Art,Shamsky,1970,1,NYN,NL,403,118,11,1,49,33,3,471
Ted,Simmons,1970,1,SLN,NL,284,69,3,2,37,37,2,329
Duke,Sims,1970,1,CLE,AL,345,91,23,0,46,59,6,399
Ken,Singleton,1970,1,NYN,NL,198,52,5,1,30,48,1,235
Ted,Sizemore,1970,1,LAN,NL,340,104,1,5,34,19,0,382
Reggie,Smith,1970,1,BOS,AL,580,176,22,10,51,60,4,641
Russ,Snyder,1970,1,ML4,AL,276,64,4,1,16,40,0,302
Jim,Spencer,1970,1,CAL,AL,511,140,12,0,28,61,0,556
Ed,Spiezio,1970,1,SDN,NL,316,90,12,4,43,42,4,371
Marv,Staehle,1970,1,MON,NL,321,70,0,1,39,21,3,373
Mickey,Stanley,1970,1,DET,AL,568,143,13,10,45,56,0,624
Willie,Stargell,1970,1,PIT,NL,474,125,31,0,44,119,5,540
Rusty,Staub,1970,1,MON,NL,569,156,30,12,112,93,3,710
Ron,Stone,1970,1,PHI,NL,321,84,3,5,38,45,1,367
Ed,Stroud,1970,1,WS2,AL,433,115,5,29,40,79,3,481
Bill,Sudakis,1970,1,LAN,NL,269,71,14,4,35,46,3,315
Gary,Sutherland,1970,1,MON,NL,359,74,3,2,31,22,2,403
Ron,Swoboda,1970,1,NYN,NL,245,57,9,2,40,72,1,289
Jarvis,Tatum,1970,1,CAL,AL,181,43,0,1,17,35,0,201
Carl,Taylor,1970,1,SLN,NL,245,61,6,5,41,30,1,288
Tony,Taylor,1970,1,PHI,NL,439,132,9,9,50,67,3,504
Danny,Thompson,1970,1,MIN,AL,302,66,0,0,7,39,0,318
Bob,Tillman,1970,1,ATL,NL,223,53,11,0,20,66,0,249
Bobby,Tolan,1970,1,CIN,NL,589,186,16,57,62,94,8,678
Joe,Torre,1970,1,SLN,NL,624,203,21,2,70,91,7,714
Cesar,Tovar,1970,1,MIN,AL,650,195,10,30,52,47,8,731
Ted,Uhlaender,1970,1,CLE,AL,473,127,11,3,39,44,1,527
Del,Unser,1970,1,WS2,AL,322,83,5,1,30,29,0,361
Bill,Voss,1970,1,CAL,AL,181,44,3,2,23,18,2,214
Danny,Walton,1970,1,ML4,AL,397,102,17,2,51,126,6,459
Bob,Watson,1970,1,HOU,NL,327,89,11,1,24,59,4,363
Don,Wert,1970,1,DET,AL,363,79,6,1,44,56,4,426
Roy,White,1970,1,NYA,AL,609,180,22,24,95,66,0,723
Billy,Williams,1970,1,CHN,NL,636,205,42,7,72,65,2,723
Walt,Williams,1970,1,CHA,AL,315,79,3,3,19,30,2,340
Maury,Wills,1970,1,LAN,NL,522,141,0,28,50,34,0,580
Bobby,Wine,1970,1,MON,NL,501,116,3,0,39,94,1,559
Ron,Woods,1970,1,NYA,AL,225,51,8,4,33,35,0,265
Woody,Woodward,1970,1,CIN,NL,264,59,1,1,20,21,2,295
Jim,Wynn,1970,1,HOU,NL,554,156,27,24,106,96,1,680
Carl,Yastrzemski,1970,1,BOS,AL,566,186,40,23,128,66,1,709
Hank,Aaron,1971,1,ATL,NL,495,162,47,1,71,58,2,594
Tommie,Agee,1971,1,NYN,NL,425,121,14,28,50,84,2,484
Bernie,Allen,1971,1,WS2,AL,229,61,4,2,33,27,0,263
Dick,Allen,1971,1,LAN,NL,549,162,23,8,93,113,1,662
Gene,Alley,1971,1,PIT,NL,348,79,6,9,35,43,0,403
Sandy,Alomar,1971,1,CAL,AL,689,179,4,39,41,60,0,743
Felipe,Alou,1971,2,NYA,AL,461,133,8,5,32,24,2,504
Jesus,Alou,1971,1,HOU,NL,433,121,2,3,13,17,4,458
Matty,Alou,1971,1,SLN,NL,609,192,7,19,34,27,4,663
Luis,Alvarado,1971,1,CHA,AL,264,57,0,1,11,34,0,280
Mike,Andrews,1971,1,CHA,AL,330,93,12,3,67,36,1,409
Luis,Aparicio,1971,1,BOS,AL,491,114,4,6,35,43,2,541
Bob,Aspromonte,1971,1,NYN,NL,342,77,5,0,29,25,0,381
Rick,Auerbach,1971,1,ML4,AL,236,48,1,3,20,40,2,264
Bob,Bailey,1971,1,MON,NL,545,137,14,13,97,105,0,662
Sal,Bando,1971,1,OAK,AL,538,146,24,3,86,55,8,654
Bob,Barton,1971,1,SDN,NL,376,94,5,0,35,49,2,424
John,Bateman,1971,1,MON,NL,492,119,10,1,19,87,4,529
Glenn,Beckert,1971,1,CHN,NL,530,181,2,3,24,24,0,570
Mark,Belanger,1971,1,BAL,AL,500,133,0,10,73,48,7,596
Johnny,Bench,1971,1,CIN,NL,562,134,27,2,49,83,0,620
Ken,Berry,1971,1,CAL,AL,298,66,3,3,18,33,3,326
Dick,Billings,1971,1,WS2,AL,349,86,6,2,21,54,5,381
Paul,Blair,1971,1,BAL,AL,516,135,10,14,32,94,1,557
Ron,Blomberg,1971,1,NYA,AL,199,64,7,2,14,23,0,219
Bobby,Bonds,1971,1,SFN,NL,619,178,33,26,62,137,5,697
Ken,Boswell,1971,1,NYN,NL,392,107,5,5,36,31,2,440
Larry,Bowa,1971,1,PHI,NL,650,162,0,28,36,61,5,698
Steve,Braun,1971,1,MIN,AL,343,87,5,8,48,50,5,406
John,Briggs,1971,2,ML4,AL,375,99,21,1,71,79,1,461
Ed,Brinkman,1971,1,DET,AL,527,120,1,1,44,54,7,596
Lou,Brock,1971,1,SLN,NL,640,200,7,64,76,107,1,725
Gates,Brown,1971,1,DET,AL,195,66,11,4,21,17,2,220
Larry,Brown,1971,2,OAK,AL,189,37,1,1,7,19,1,200
Ollie,Brown,1971,1,SDN,NL,484,132,9,3,52,74,3,547
Bill,Buckner,1971,1,LAN,NL,358,99,5,4,11,18,5,387
Don,Buford,1971,1,BAL,AL,449,130,19,15,89,62,7,564
Jeff,Burroughs,1971,1,WS2,AL,181,42,5,1,22,55,1,204
Johnny,Callison,1971,1,CHN,NL,290,61,8,2,36,55,2,341
Bert,Campaneris,1971,1,OAK,AL,569,143,5,34,29,64,2,610
Dave,Campbell,1971,1,SDN,NL,365,83,7,9,37,75,0,414
Chris,Cannizzaro,1971,2,CHN,NL,197,42,5,0,28,24,1,236
Bernie,Carbo,1971,1,CIN,NL,310,68,5,2,54,56,2,373
Jose,Cardenal,1971,1,SLN,NL,301,73,7,12,29,35,0,340
Jose,Cardenal,1971,2,ML4,AL,198,51,3,9,13,20,1,219
Leo,Cardenas,1971,1,MIN,AL,554,146,18,3,51,69,1,629
Rod,Carew,1971,1,MIN,AL,577,177,2,6,45,81,1,633
Paul,Casanova,1971,1,WS2,AL,311,63,5,0,14,52,1,330
Dave,Cash,1971,1,PIT,NL,478,138,2,13,46,33,0,532
Norm,Cash,1971,1,DET,AL,452,128,32,1,59,86,7,530
Danny,Cater,1971,1,NYA,AL,428,118,4,0,19,25,2,460
Cesar,Cedeno,1971,1,HOU,NL,611,161,10,20,25,102,3,654
Orlando,Cepeda,1971,1,ATL,NL,250,69,14,3,22,29,0,283
Chris,Chambliss,1971,1,CLE,AL,415,114,9,2,40,83,2,460
Horace,Clarke,1971,1,NYA,AL,625,156,2,17,64,43,2,698
Roberto,Clemente,1971,1,PIT,NL,522,178,13,1,26,65,0,558
Donn,Clendenon,1971,1,NYN,NL,263,65,11,1,21,78,1,291
Gene,Clines,1971,1,PIT,NL,273,84,1,15,22,36,3,300
Nate,Colbert,1971,1,SDN,NL,565,149,27,5,63,119,4,645
Dave,Concepcion,1971,1,CIN,NL,327,67,1,9,18,51,0,356
Billy,Conigliaro,1971,1,BOS,AL,351,92,11,3,25,68,0,384
Tony,Conigliaro,1971,1,CAL,AL,266,59,4,3,23,52,1,293
Willie,Crawford,1971,1,LAN,NL,342,96,9,5,28,49,1,377
Jose,Cruz,1971,1,SLN,NL,292,80,9,6,49,35,1,352
Tim,Cullen,1971,1,WS2,AL,403,77,2,2,33,47,0,447
Vic,Davalillo,1971,1,PIT,NL,295,84,1,10,11,31,2,313
Brock,Davis,1971,1,CHN,NL,301,77,0,0,35,34,2,344
Tommy,Davis,1971,1,OAK,AL,219,71,3,7,15,19,0,239
Willie,Davis,1971,1,LAN,NL,641,198,10,20,23,47,0,675
Boots,Day,1971,1,MON,NL,371,105,4,9,33,39,1,427
Dick,Dietz,1971,1,SFN,NL,453,114,19,1,97,86,4,566
Denny,Doyle,1971,1,PHI,NL,342,79,3,4,19,31,5,368
Dave,Duncan,1971,1,OAK,AL,363,92,15,1,28,77,1,400
Johnny,Edwards,1971,1,HOU,NL,317,74,1,1,26,38,0,354
Tom,Egan,1971,1,CHA,AL,251,60,10,1,26,94,4,282
John,Ellis,1971,1,NYA,AL,238,58,3,0,23,42,6,276
Mike,Epstein,1971,2,OAK,AL,329,77,18,0,62,71,8,407
Andy,Etchebarren,1971,1,BAL,AL,222,60,9,1,16,40,1,245
Darrell,Evans,1971,1,ATL,NL,260,63,12,2,39,54,1,309
Jim,Fairey,1971,1,MON,NL,200,49,1,3,12,23,0,225
Ron,Fairly,1971,1,MON,NL,447,115,13,1,81,65,5,552
Tim,Foli,1971,1,NYN,NL,288,65,0,5,18,50,1,316
Ted,Ford,1971,1,CLE,AL,196,38,2,2,9,34,0,206
Ray,Fosse,1971,1,CLE,AL,486,134,12,4,36,62,4,535
George,Foster,1971,2,CIN,NL,368,86,10,7,23,93,7,404
Roy,Foster,1971,1,CLE,AL,396,97,18,6,35,48,6,441
Roger,Freed,1971,1,PHI,NL,348,77,6,0,44,86,3,404
Bill,Freehan,1971,1,DET,AL,516,143,21,2,54,48,9,595
Jim,Fregosi,1971,1,CAL,AL,347,81,5,2,39,61,5,405
Tito,Fuentes,1971,1,SFN,NL,630,172,4,12,18,46,6,674
Al,Gallagher,1971,1,SFN,NL,429,119,5,2,40,57,2,488
Oscar,Gamble,1971,1,PHI,NL,280,62,6,5,21,35,1,311
Wayne,Garrett,1971,1,NYN,NL,202,43,1,1,28,31,1,237
Ralph,Garr,1971,1,ATL,NL,639,219,9,30,30,68,2,694
Steve,Garvey,1971,1,LAN,NL,225,51,7,1,21,33,0,251
Cito,Gaston,1971,1,SDN,NL,518,118,17,1,24,121,2,548
Jake,Gibbs,1971,1,NYA,AL,206,45,5,2,12,23,3,225
Tony,Gonzalez,1971,1,CAL,AL,314,77,3,0,28,28,3,355
Dick,Green,1971,1,OAK,AL,475,116,12,1,51,83,3,552
Doug,Griffin,1971,1,BOS,AL,483,118,3,11,31,45,2,529
Jerry,Grote,1971,1,NYN,NL,403,109,2,1,40,47,2,454
Joe,Hague,1971,1,SLN,NL,380,86,16,0,58,69,2,453
Don,Hahn,1971,1,NYN,NL,178,42,1,2,21,32,1,204
Tom,Haller,1971,1,LAN,NL,202,54,5,0,25,30,2,242
Terry,Harmon,1971,1,PHI,NL,221,45,0,3,20,45,4,248
Tommy,Harper,1971,1,ML4,AL,585,151,14,25,65,92,1,657
Toby,Harrah,1971,1,WS2,AL,383,88,2,10,40,48,0,431
Bud,Harrelson,1971,1,NYN,NL,547,138,0,28,53,59,2,618
Richie,Hebner,1971,1,PIT,NL,388,105,17,2,32,68,3,435
Jack,Heidemann,1971,1,CLE,AL,240,50,0,1,12,46,2,260
Tommy,Helms,1971,1,CIN,NL,547,141,3,3,26,33,1,593
Ken,Henderson,1971,1,SFN,NL,504,133,15,18,84,76,3,610
Elrod,Hendricks,1971,1,BAL,AL,316,79,9,0,39,38,2,366
Enzo,Hernandez,1971,1,SDN,NL,549,122,0,21,54,34,3,619
Jackie,Hernandez,1971,1,PIT,NL,233,48,3,0,17,45,0,257
Ed,Herrmann,1971,1,CHA,AL,294,63,11,2,44,48,2,356
Mike,Hershberger,1971,1,CHA,AL,177,46,2,6,30,23,4,217
Jack,Hiatt,1971,1,HOU,NL,174,48,1,0,35,39,2,216
Jim,Hickman,1971,1,CHN,NL,383,98,19,0,50,61,3,451
Jim,Holt,1971,1,MIN,AL,340,88,1,5,16,28,1,365
Gail,Hopkins,1971,1,KCA,AL,295,82,9,3,37,13,4,348
Willie,Horton,1971,1,DET,AL,450,130,22,1,37,75,7,506
Frank,Howard,1971,1,WS2,AL,549,153,26,1,77,121,2,653
Ron,Hunt,1971,1,MON,NL,520,145,5,5,58,41,50,639
Reggie,Jackson,1971,1,OAK,AL,567,157,32,16,63,161,6,647
Sonny,Jackson,1971,1,ATL,NL,547,141,2,7,35,45,1,594
Julian,Javier,1971,1,SLN,NL,259,67,3,5,9,33,2,279
Garry,Jestadt,1971,2,SDN,NL,189,55,0,1,11,24,0,204
Alex,Johnson,1971,1,CAL,AL,242,63,2,5,15,34,2,264
Davey,Johnson,1971,1,BAL,AL,510,144,18,3,51,55,5,579
Deron,Johnson,1971,1,PHI,NL,582,154,34,0,72,146,2,668
Jay,Johnstone,1971,1,CHA,AL,388,101,16,10,38,50,3,440
Cleon,Jones,1971,1,NYN,NL,505,161,14,6,53,87,2,574
Duane,Josephson,1971,1,BOS,AL,306,75,10,2,22,35,0,335
Al,Kaline,1971,1,DET,AL,405,119,15,4,82,57,7,510
Pat,Kelly,1971,1,CHA,AL,213,62,3,14,36,29,1,256
Jerry,Kenney,1971,1,NYA,AL,325,85,0,9,56,38,1,398
John,Kennedy,1971,1,BOS,AL,272,75,5,1,14,42,4,296
Joe,Keough,1971,1,KCA,AL,351,87,3,0,35,26,1,397
Don,Kessinger,1971,1,CHN,NL,617,159,2,15,52,54,3,693
Harmon,Killebrew,1971,1,MIN,AL,500,127,28,3,114,96,0,638
Hal,King,1971,1,ATL,NL,198,41,5,0,29,43,4,238
Ed,Kirkpatrick,1971,1,KCA,AL,365,80,9,3,48,60,2,431
Andy,Kosco,1971,1,ML4,AL,264,60,10,1,24,57,0,295
Ed,Kranepool,1971,1,NYN,NL,421,118,14,0,38,33,1,473
Ted,Kubiak,1971,1,ML4,AL,260,59,3,0,41,31,0,314
Joe,Lahoud,1971,1,BOS,AL,256,55,14,2,40,45,4,304
Hal,Lanier,1971,1,SFN,NL,206,48,1,0,15,26,0,230
Leron,Lee,1971,2,SDN,NL,256,70,4,4,18,45,0,279
Jim,Lefebvre,1971,1,LAN,NL,388,95,12,0,39,55,2,443
Eddie,Leon,1971,1,CLE,AL,429,112,4,3,34,69,1,481
Mike,Lum,1971,1,ATL,NL,454,122,13,0,47,43,5,517
Elliott,Maddox,1971,1,WS2,AL,258,56,1,10,51,42,0,315
Angel,Mangual,1971,1,OAK,AL,287,82,4,1,17,27,0,308
Dave,Marshall,1971,1,NYN,NL,214,51,3,3,26,54,2,253
Don,Mason,1971,1,SDN,NL,344,73,2,6,27,35,0,377
Dal,Maxvill,1971,1,SLN,NL,356,80,0,1,43,45,1,411
Carlos,May,1971,1,CHA,AL,500,147,7,16,62,61,6,579
Dave,May,1971,1,ML4,AL,501,139,16,15,50,59,3,566
Jerry,May,1971,1,KCA,AL,218,55,1,0,27,37,0,257
Lee,May,1971,1,CIN,NL,553,154,39,3,42,135,4,604
Willie,Mays,1971,1,SFN,NL,417,113,18,23,112,123,3,548
Bill,Mazeroski,1971,1,PIT,NL,193,49,1,0,15,8,0,214
Dick,McAuliffe,1971,1,DET,AL,477,99,18,4,53,67,5,541
Tim,McCarver,1971,1,PHI,NL,474,132,8,5,43,26,1,532
Willie,McCovey,1971,1,SFN,NL,329,91,18,0,64,57,4,423
Tommy,McCraw,1971,1,WS2,AL,207,44,7,3,19,38,5,236
Rich,McKinney,1971,1,CHA,AL,369,100,8,0,35,37,2,415
Ken,McMullen,1971,1,CAL,AL,593,148,21,1,53,74,3,667
Hal,McRae,1971,1,CIN,NL,337,89,9,3,11,35,2,354
Luis,Melendez,1971,1,SLN,NL,173,39,0,2,24,29,0,201
Bill,Melton,1971,1,CHA,AL,543,146,33,3,61,87,11,626
Denis,Menke,1971,1,HOU,NL,475,117,1,4,59,68,2,551
Roger,Metzger,1971,1,HOU,NL,562,132,0,15,44,50,4,621
Gene,Michael,1971,1,NYA,AL,456,102,3,3,48,64,3,522
Felix,Millan,1971,1,ATL,NL,577,167,2,11,37,22,3,642
Don,Mincher,1971,2,WS2,AL,323,94,10,2,53,52,2,388
George,Mitterwald,1971,1,MIN,AL,388,97,13,3,39,104,0,443
Rick,Monday,1971,1,OAK,AL,355,87,18,6,49,93,0,414
Don,Money,1971,1,PHI,NL,439,98,7,4,31,80,3,492
Willie,Montanez,1971,1,PHI,NL,599,153,30,4,67,105,3,697
Bob,Montgomery,1971,1,BOS,AL,205,49,2,1,16,43,3,233
Rich,Morales,1971,1,CHA,AL,185,45,2,2,22,26,4,216
Joe,Morgan,1971,1,HOU,NL,583,149,13,40,88,52,1,691
Manny,Mota,1971,1,LAN,NL,269,84,0,4,20,20,1,305
Thurman,Munson,1971,1,NYA,AL,451,113,10,6,52,65,7,518
Bobby,Murcer,1971,1,NYA,AL,529,175,25,14,91,60,0,637
Ivan,Murrell,1971,1,SDN,NL,255,60,7,5,7,60,3,268
Dave,Nelson,1971,1,WS2,AL,329,92,5,17,23,29,1,360
Graig,Nettles,1971,1,CLE,AL,598,156,28,7,82,56,3,696
Jim,Northrup,1971,1,DET,AL,459,124,16,7,60,43,2,533
Syd,O'Brien,1971,1,CAL,AL,251,50,5,0,15,33,1,275
Tony,Oliva,1971,1,MIN,AL,487,164,22,4,25,44,2,526
Al,Oliver,1971,1,PIT,NL,529,149,14,4,27,72,5,575
Bob,Oliver,1971,1,KCA,AL,373,91,8,0,14,88,5,401
Amos,Otis,1971,1,KCA,AL,555,167,15,52,40,74,2,609
Wes,Parker,1971,1,LAN,NL,533,146,6,6,63,63,1,614
Freddie,Patek,1971,1,KCA,AL,591,158,6,49,44,80,5,651
Roberto,Pena,1971,1,ML4,AL,274,65,3,2,15,37,1,296
Joe,Pepitone,1971,1,CHN,NL,427,131,16,1,24,41,4,468
Marty,Perez,1971,1,ATL,NL,410,93,4,1,25,44,1,450
Tony,Perez,1971,1,CIN,NL,609,164,25,4,51,120,1,669
Rico,Petrocelli,1971,1,BOS,AL,553,139,28,2,91,108,2,666
Lou,Piniella,1971,1,KCA,AL,448,125,3,5,21,43,2,480
Vada,Pinson,1971,1,CLE,AL,566,149,11,25,21,58,6,599
Paul,Popovich,1971,1,CHN,NL,226,49,4,0,14,17,0,243
Boog,Powell,1971,1,BAL,AL,418,107,22,1,82,64,4,520
Doug,Rader,1971,1,HOU,NL,484,118,12,5,40,112,3,536
Lenny,Randle,1971,1,WS2,AL,215,47,2,1,24,56,1,251
Rich,Reese,1971,1,MIN,AL,329,72,10,7,20,35,5,361
Rick,Reichardt,1971,1,CHA,AL,496,138,19,5,37,90,6,544
Roger,Repoz,1971,1,CAL,AL,297,59,13,3,60,69,1,366
Merv,Rettenmund,1971,1,BAL,AL,491,156,11,15,87,60,4,591
Lee,Richard,1971,1,CHA,AL,260,60,2,8,20,46,1,288
Mickey,Rivers,1971,1,CAL,AL,268,71,1,13,19,38,1,297
Bob,Robertson,1971,1,PIT,NL,469,127,26,1,60,101,4,544
Brooks,Robinson,1971,1,BAL,AL,589,160,20,0,63,50,3,671
Frank,Robinson,1971,1,BAL,AL,455,128,28,3,72,62,9,556
